@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,pii,prism:issn,pubmed-id,freetoread,freetoreadLabel,prism:isbn
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/105003560072'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/105003560072?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105003560072&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105003560072&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/105003560072,SCOPUS_ID:105003560072,2-s2.0-105003560072,A Study of Consumer Data-Driven Purchasing Behaviour Insight and Prediction in the Context of Digital Marketing,Zhou L.,Journal of Combinatorial Mathematics and Combinatorial Computing,,127a,,3057-3071,2025-01-01,2025,10.61091/jcmcc127a-173,0,"[{'@_fa': 'true', 'affilname': 'Sichuan University of Science & Engineering', 'affiliation-city': 'Zigong', 'affiliation-country': 'China'}]",Journal,ar,Article,,19700186819,0,False,,08353026,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85219103245'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85219103245?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85219103245&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85219103245&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85219103245,SCOPUS_ID:85219103245,2-s2.0-85219103245,PREDICTIVE ANALYTICS IN CUSTOMER BEHAVIOR: UNVEILING ECONOMIC AND GOVERNANCE INSIGHTS THROUGH MACHINE LEARNING,Kasemrat R.,Journal of Governance and Regulation,23066784,14,1 Special Issue,318-331,2025-01-01,2025,10.22495/jgrv14i1siart8,0,"[{'@_fa': 'true', 'affilname': 'Rangsit University', 'affiliation-city': 'Pathum Thani', 'affiliation-country': 'Thailand'}]",Journal,ar,Article,,21101018550,1,True,,22209352,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/105005840984'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/105005840984?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105005840984&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105005840984&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/105005840984,SCOPUS_ID:105005840984,2-s2.0-105005840984,Predictive modelling of future tea consumption: analysing consumer behaviour with combining the machine learning and agent-based simulation approaches,Sert M.F.,Journal of the Operational Research Society,14769360,,,,2025-01-01,2025,10.1080/01605682.2025.2508247,0,"[{'@_fa': 'true', 'affilname': 'Gaziantep Üniversitesi', 'affiliation-city': 'Gaziantep', 'affiliation-country': 'Turkey'}]",Journal,ar,Article,,22236,0,False,,01605682,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/105001208518'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/105001208518?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105001208518&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105001208518&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/105001208518,SCOPUS_ID:105001208518,2-s2.0-105001208518,Enhancing Segmentation: A Comparative Study of Clustering Methods,Ling L.S.,IEEE Access,21693536,13,,47418-47439,2025-01-01,2025,10.1109/ACCESS.2025.3550339,0,"[{'@_fa': 'true', 'affilname': 'Multimedia University', 'affiliation-city': 'Cyberjaya', 'affiliation-country': 'Malaysia'}]",Journal,ar,Article,,21100374601,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85217830952'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85217830952?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85217830952&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85217830952&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85217830952,SCOPUS_ID:85217830952,2-s2.0-85217830952,"Establishing a Dynamic Recommendation System for E-commerce by Integrating Online Reviews, Product Feature Expansion, and Deep Learning",Ou T.Y.,Applied Artificial Intelligence,10876545,39,1,,2025-01-01,2025,10.1080/08839514.2025.2463723,0,"[{'@_fa': 'true', 'affilname': 'National Kaohsiung University of Science and Technology', 'affiliation-city': 'Kaohsiung', 'affiliation-country': 'Taiwan'}]",Journal,ar,Article,2463723,23673,1,True,,08839514,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/105000296011'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/105000296011?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105000296011&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105000296011&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/105000296011,SCOPUS_ID:105000296011,2-s2.0-105000296011,A Comprehensive Survey of Machine Learning Applied to Resource Allocation in Wireless Communications,Pivoto D.G.S.,IEEE Communications Surveys and Tutorials,1553877X,,,,2025-01-01,2025,10.1109/COMST.2025.3552370,2,"[{'@_fa': 'true', 'affilname': 'Instituto Nacional de Telecomunicações', 'affiliation-city': 'Santa Rita do Sapucai', 'affiliation-country': 'Brazil'}]",Journal,ar,Article,,17900156715,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85197398788'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85197398788?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197398788&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85197398788&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85197398788,SCOPUS_ID:85197398788,2-s2.0-85197398788,Artificial intelligence misuse and concern for information privacy: New construct validation and future directions,Menard P.,Information Systems Journal,13652575,35,1,322-367,2025-01-01,January 2025,10.1111/isj.12544,4,"[{'@_fa': 'true', 'affilname': 'Carlos Alvarez College of Business', 'affiliation-city': 'San Antonio', 'affiliation-country': 'United States'}]",Journal,ar,Article,,12321,0,False,,13501917,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/105001338618'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/105001338618?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105001338618&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105001338618&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/105001338618,SCOPUS_ID:105001338618,2-s2.0-105001338618,Consumer Decision Recognition Based on EEG Signals for Neuromarketing Applications,Kumar Chandar S.,International Journal of Information Technology and Decision Making,17936845,,,,2025-01-01,2025,10.1142/S0219622025500245,0,"[{'@_fa': 'true', 'affilname': 'Christ University', 'affiliation-city': 'Bengaluru', 'affiliation-country': 'India'}]",Journal,ar,Article,,4700152646,0,False,,02196220,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/105007632518'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/105007632518?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105007632518&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105007632518&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/105007632518,SCOPUS_ID:105007632518,2-s2.0-105007632518,Comparative Analysis of Consumer Purchase Behavior Towards Gender-Neutral Personal Care Products Across Generational Segments Using Data Analytics Techniques,Latha N.,International Journal of Environmental Sciences,,11,3S,66-70,2025-01-01,2025,,0,"[{'@_fa': 'true', 'affilname': 'REVA University', 'affiliation-city': 'Bengaluru', 'affiliation-country': 'India'}]",Journal,ar,Article,,21101096350,0,False,,22297359,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85209226718'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85209226718?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85209226718&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85209226718&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85209226718,SCOPUS_ID:85209226718,2-s2.0-85209226718,An Analysis of Artificial Intelligence Implications and its Impact on Marketing. A Systematic Review,Bawa S.S.,Communications on Applied Nonlinear Analysis,,32,1S,143-149,2025-01-01,2025,10.52783/cana.v32.2115,0,"[{'@_fa': 'true', 'affilname': 'Chitkara University, Punjab', 'affiliation-city': 'Rajpura', 'affiliation-country': 'India'}]",Journal,ar,Article,,11100153313,0,False,,1074133X,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85217972332'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85217972332?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85217972332&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85217972332&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85217972332,SCOPUS_ID:85217972332,2-s2.0-85217972332,Sentiment analysis of social media data: Business insights and consumer behavior trends in the USA,Montaser M.A.A.,Edelweiss Applied Science and Technology,25768484,9,1,545-565,2025-01-01,2025,10.55214/25768484.v9i1.4164,7,"[{'@_fa': 'true', 'affilname': 'University of North Texas', 'affiliation-city': 'Denton', 'affiliation-country': 'United States'}]",Journal,ar,Article,,21101018315,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/86000454486'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/86000454486?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=86000454486&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=86000454486&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/86000454486,SCOPUS_ID:86000454486,2-s2.0-86000454486,Predicting the determinants of consumer’s intention to boycott surrogate Israeli products – evidence on nonlinear relationships from Morocco,Zejjari I.,Journal of Islamic Marketing,17590841,,,,2025-01-01,2025,10.1108/JIMA-02-2024-0096,2,"[{'@_fa': 'true', 'affilname': 'Université Sidi Mohamed Ben Abdellah', 'affiliation-city': 'Fez', 'affiliation-country': 'Morocco'}]",Journal,ar,Article,,21100236016,0,False,,17590833,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/105000386589'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/105000386589?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105000386589&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105000386589&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/105000386589,SCOPUS_ID:105000386589,2-s2.0-105000386589,Research on influencing factors and prediction of online purchase behavior based on consumer involvement,Tao W.,Journal of Industrial Engineering and Engineering Management,,39,2,144-161,2025-01-01,2025,10.13587/j.cnki.jieem.2025.02.011,0,"[{'@_fa': 'true', 'affilname': 'Zhejiang Gongshang University', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'School of Management, Zhejiang University', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Zhejiang Geely Holding Group', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,,21101073268,0,False,,10046062,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85217057805'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85217057805?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85217057805&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85217057805&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85217057805,SCOPUS_ID:85217057805,2-s2.0-85217057805,Modeling Multimedia Ad Exposure: The Role of Low-Level Audiovisual Features,Burnik U.,IEEE Access,21693536,13,,23091-23110,2025-01-01,2025,10.1109/ACCESS.2025.3536633,0,"[{'@_fa': 'true', 'affilname': 'Univerza v Ljubljani', 'affiliation-city': 'Ljubljana', 'affiliation-country': 'Slovenia'}]",Journal,ar,Article,,21100374601,0,False,,,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211951320'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211951320?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85211951320&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85211951320&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85211951320,SCOPUS_ID:85211951320,2-s2.0-85211951320,Predicting Online Shopping Behavior: Using Machine Learning and Google Analytics to Classify User Engagement,Gkikas D.C.,Applied Sciences Switzerland,20763417,14,23,,2024-12-01,December 2024,10.3390/app142311403,0,"[{'@_fa': 'true', 'affilname': 'University of Patras', 'affiliation-city': 'Rio', 'affiliation-country': 'Greece'}]",Journal,ar,Article,11403,21100829268,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85205336079'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85205336079?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85205336079&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85205336079&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85205336079,SCOPUS_ID:85205336079,2-s2.0-85205336079,Low-carbon information quality dimensions and random forest algorithm evaluation model in digital marketing,Gao W.,Scientific Reports,20452322,14,1,,2024-12-01,December 2024,10.1038/s41598-024-72910-1,1,"[{'@_fa': 'true', 'affilname': 'China University of Mining and Technology', 'affiliation-city': 'Xuzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'School of Business', 'affiliation-city': ""Huai'an"", 'affiliation-country': 'China'}]",Journal,ar,Article,22416,21100200805,1,True,,,39341873,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85204157196'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85204157196?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85204157196&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85204157196&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85204157196,SCOPUS_ID:85204157196,2-s2.0-85204157196,Decoding consumer purchase decisions: exploring the predictive power of EEG features in online shopping environments using machine learning,Xu Z.,Humanities and Social Sciences Communications,26629992,11,1,,2024-12-01,December 2024,10.1057/s41599-024-03691-1,2,"[{'@_fa': 'true', 'affilname': 'Hubei University', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",Journal,ar,Article,1202,21101018925,0,False,,,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85212693951'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85212693951?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85212693951&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85212693951&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85212693951,SCOPUS_ID:85212693951,2-s2.0-85212693951,Profiling the AI speaker user: Machine learning insights into consumer adoption patterns,Choi Y.,Plos One,19326203,19,12,,2024-12-01,December 2024,10.1371/journal.pone.0315540,0,"[{'@_fa': 'true', 'affilname': 'Sungkyunkwan University', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,e0315540,10600153309,1,True,,,39693323,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211489413'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211489413?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85211489413&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85211489413&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85211489413,SCOPUS_ID:85211489413,2-s2.0-85211489413,A Hybrid Machine Learning Model for Market Clustering,Gustriansyah R.,Engineering Technology and Applied Science Research,17928036,14,6,18824-18828,2024-12-01,December 2024,10.48084/etasr.9259,1,"[{'@_fa': 'true', 'affilname': 'Universitas Indo Global Mandiri', 'affiliation-city': 'Palembang', 'affiliation-country': 'Indonesia'}]",Journal,ar,Article,,21101144516,1,True,,22414487,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85141686642'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85141686642?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85141686642&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85141686642&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85141686642,SCOPUS_ID:85141686642,2-s2.0-85141686642,What prompts consumers to purchase online? A machine learning approach,Trivedi S.K.,Electronic Commerce Research,15729362,24,4,2953-2989,2024-12-01,December 2024,10.1007/s10660-022-09624-x,4,"[{'@_fa': 'true', 'affilname': 'Rajiv Gandhi Institute of Petroleum Technology', 'affiliation-city': 'Amethi', 'affiliation-country': 'India'}]",Journal,ar,Article,,145669,0,False,,13895753,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211092409'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85211092409?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85211092409&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85211092409&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85211092409,SCOPUS_ID:85211092409,2-s2.0-85211092409,Using deep learning and word embeddings for predicting human agreeableness behavior,Alsini R.,Scientific Reports,20452322,14,1,,2024-12-01,December 2024,10.1038/s41598-024-81506-8,9,"[{'@_fa': 'true', 'affilname': 'Faculty of Computing and Information Technology, King Abdulaziz University', 'affiliation-city': 'Jeddah', 'affiliation-country': 'Saudi Arabia'}]",Journal,ar,Article,29875,21100200805,1,True,,,39622946,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85210777327'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85210777327?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85210777327&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85210777327&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85210777327,SCOPUS_ID:85210777327,2-s2.0-85210777327,A social media competitive intelligence framework for brand topic identification and customer engagement prediction,Ju X.,Plos One,19326203,19,11,,2024-11-01,November 2024,10.1371/journal.pone.0313191,0,"[{'@_fa': 'true', 'affilname': 'International University of Rabat', 'affiliation-city': 'Sale', 'affiliation-country': 'Morocco'}]",Journal,ar,Article,e0313191,10600153309,1,True,,,39585831,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85208121739'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85208121739?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85208121739&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85208121739&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85208121739,SCOPUS_ID:85208121739,2-s2.0-85208121739,Identification and Influence of Tourism Consumption Behavior Based on Artificial Intelligence,Duan J.,Informatica Slovenia,18543871,48,15,135-150,2024-10-01,October 2024,10.31449/inf.v48i15.6203,1,"[{'@_fa': 'true', 'affilname': 'Jiyuan Vocational and Technical College', 'affiliation-city': 'Jiyuan', 'affiliation-country': 'China'}]",Journal,ar,Article,,25507,1,True,,03505596,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
